image_path,annotation_path
facemask-dataset/images/maksssksksss824.png,facemask-dataset/annotations/maksssksksss824.xml
facemask-dataset/images/maksssksksss44.png,facemask-dataset/annotations/maksssksksss44.xml
facemask-dataset/images/maksssksksss534.png,facemask-dataset/annotations/maksssksksss534.xml
facemask-dataset/images/maksssksksss710.png,facemask-dataset/annotations/maksssksksss710.xml
facemask-dataset/images/maksssksksss804.png,facemask-dataset/annotations/maksssksksss804.xml
facemask-dataset/images/maksssksksss589.png,facemask-dataset/annotations/maksssksksss589.xml
facemask-dataset/images/maksssksksss497.png,facemask-dataset/annotations/maksssksksss497.xml
facemask-dataset/images/maksssksksss104.png,facemask-dataset/annotations/maksssksksss104.xml
facemask-dataset/images/maksssksksss294.png,facemask-dataset/annotations/maksssksksss294.xml
facemask-dataset/images/maksssksksss72.png,facemask-dataset/annotations/maksssksksss72.xml
facemask-dataset/images/maksssksksss636.png,facemask-dataset/annotations/maksssksksss636.xml
facemask-dataset/images/maksssksksss643.png,facemask-dataset/annotations/maksssksksss643.xml
facemask-dataset/images/maksssksksss46.png,facemask-dataset/annotations/maksssksksss46.xml
facemask-dataset/images/maksssksksss178.png,facemask-dataset/annotations/maksssksksss178.xml
facemask-dataset/images/maksssksksss420.png,facemask-dataset/annotations/maksssksksss420.xml
facemask-dataset/images/maksssksksss87.png,facemask-dataset/annotations/maksssksksss87.xml
facemask-dataset/images/maksssksksss205.png,facemask-dataset/annotations/maksssksksss205.xml
facemask-dataset/images/maksssksksss559.png,facemask-dataset/annotations/maksssksksss559.xml
facemask-dataset/images/maksssksksss426.png,facemask-dataset/annotations/maksssksksss426.xml
facemask-dataset/images/maksssksksss317.png,facemask-dataset/annotations/maksssksksss317.xml
facemask-dataset/images/maksssksksss699.png,facemask-dataset/annotations/maksssksksss699.xml
facemask-dataset/images/maksssksksss4.png,facemask-dataset/annotations/maksssksksss4.xml
facemask-dataset/images/maksssksksss746.png,facemask-dataset/annotations/maksssksksss746.xml
facemask-dataset/images/maksssksksss332.png,facemask-dataset/annotations/maksssksksss332.xml
facemask-dataset/images/maksssksksss386.png,facemask-dataset/annotations/maksssksksss386.xml
facemask-dataset/images/maksssksksss55.png,facemask-dataset/annotations/maksssksksss55.xml
facemask-dataset/images/maksssksksss464.png,facemask-dataset/annotations/maksssksksss464.xml
facemask-dataset/images/maksssksksss198.png,facemask-dataset/annotations/maksssksksss198.xml
facemask-dataset/images/maksssksksss101.png,facemask-dataset/annotations/maksssksksss101.xml
facemask-dataset/images/maksssksksss402.png,facemask-dataset/annotations/maksssksksss402.xml
facemask-dataset/images/maksssksksss68.png,facemask-dataset/annotations/maksssksksss68.xml
facemask-dataset/images/maksssksksss91.png,facemask-dataset/annotations/maksssksksss91.xml
